PMID,Title,Authors,Citation,Journal/Book,Publication Year,Create Date,DOI,ST,Times cited
31295582,"Whole-genome analysis of EC129, an NDM-5-, CTX-M-14-, OXA-10- and MCR-1-co-producing Escherichia coli ST167 strain isolated from Japan","Nukui Y, Ayibieke A, Taniguchi M, Aiso Y, Shibuya Y, Sonobe K, Nakajima J, Kanehira S, Hadano Y, Tohda S, Koike R, Saito R.",J Glob Antimicrob Resist. 2019 Sep;18:148-150. doi: 10.1016/j.jgar.2019.07.001. Epub 2019 Jul 8.,J Glob Antimicrob Resist,2019,2019/07/12,10.1016/j.jgar.2019.07.001,ST167,3
29626525,"Whole genome sequence of an MCR-1-carrying, extended-spectrum β-lactamase (ESBL)-producing Escherichia coli ST746 isolate recovered from a community-acquired urinary tract infection","Wu L, Chen J, Wang L, Wu Z.",J Glob Antimicrob Resist. 2018 Jun;13:171-173. doi: 10.1016/j.jgar.2018.03.014. Epub 2018 Apr 4.,J Glob Antimicrob Resist,2018,2018/04/08,10.1016/j.jgar.2018.03.014,ST746,3
25835992,"Description of IMP-31, a novel metallo-β-lactamase found in an ST235 Pseudomonas aeruginosa strain in Western Germany","Pfennigwerth N, Geis G, Gatermann SG, Kaase M.",J Antimicrob Chemother. 2015 Jul;70(7):1973-80. doi: 10.1093/jac/dkv079. Epub 2015 Apr 2.,J Antimicrob Chemother,2015,2015/04/04,10.1093/jac/dkv079,ST235,3
28559168,Draft genome sequence of a CTX-M-15-producing Escherichia coli ST345 from commercial chicken meat in Brazil,"Casella T, Cerdeira LT, Fernandes MR, Souza TA, Haenni M, Madec JY, Lincopan N, Nogueira MCL.",J Glob Antimicrob Resist. 2017 Jun;9:124-125. doi: 10.1016/j.jgar.2017.04.002. Epub 2017 May 27.,J Glob Antimicrob Resist,2017,2017/06/01,10.1016/j.jgar.2017.04.002,ST345,3
29864499,Clonal transmission of NDM-5-producing Escherichia coli belonging to high-risk sequence type ST405,"Barrado L, Pérez-Vázquez M, Del Pozo JL, Martín-Salas C, Leiva J, Mazón A, Ezpeleta C, Oteo J.",Int J Antimicrob Agents. 2018 Jul;52(1):123-124. doi: 10.1016/j.ijantimicag.2018.05.018. Epub 2018 Jun 1.,Int J Antimicrob Agents,2018,2018/06/05,10.1016/j.ijantimicag.2018.05.018,ST405,3
27185805,Isolation and Characterization of Escherichia coli Sequence Type 131 and Other Antimicrobial-Resistant Gram-Negative Bacilli from Clinical Stool Samples from Veterans,"Mohamed M, Clabots C, Porter SB, Thuras P, Johnson JR.",Antimicrob Agents Chemother. 2016 Jul 22;60(8):4638-45. doi: 10.1128/AAC.00383-16. Print 2016 Aug.,Antimicrob Agents Chemother,2016,2016/05/18,10.1128/AAC.00383-16,ST131,3
25197321,A draft genome of Escherichia coli sequence type 127 strain 2009-46,"Darling AE, McKinnon J, Worden P, Santos J, Charles IG, Chowdhury PR, Djordjevic SP.",Gut Pathog. 2014 Sep 1;6:32. doi: 10.1186/1757-4749-6-32. eCollection 2014.,Gut Pathog,2014,2014/09/09,10.1186/1757-4749-6-32,ST127,3
23000286,High prevalence of ESBL-producing Escherichia coli isolates among hemodialysis patients in Portugal: appearance of ST410 with the bla(CTX-M-14) gene,"Correia S, Pacheco R, Radhouani H, Diniz JC, Ponce P, Jones-Dias D, Caniça M, Igrejas G, Poeta P.",Diagn Microbiol Infect Dis. 2012 Dec;74(4):423-5. doi: 10.1016/j.diagmicrobio.2012.08.017. Epub 2012 Sep 20.,Diagn Microbiol Infect Dis,2012,2012/09/25,10.1016/j.diagmicrobio.2012.08.017,ST410,3
24203778,Predominance of the fimH30 subclone among multidrug-resistant Escherichia coli strains belonging to sequence type 131 in Italy,"Giufre M, Accogli M, Farina C, Giammanco A, Pecile P, Cerquetti M.",J Infect Dis. 2014 Feb 15;209(4):629-30. doi: 10.1093/infdis/jit583. Epub 2013 Nov 7.,J Infect Dis,2014,2013/11/09,10.1093/infdis/jit583,ST131,3
30659982,Draft genome sequence of a colistin-resistant Escherichia coli ST226: A clinical strain harbouring an mcr-1 variant,"Kamjumphol W, Wongboot W, Suebwongsa N, Kluabwang P, Chantaroj S, Okada K.",J Glob Antimicrob Resist. 2019 Mar;16:168-169. doi: 10.1016/j.jgar.2019.01.009. Epub 2019 Jan 16.,J Glob Antimicrob Resist,2019,2019/01/20,10.1016/j.jgar.2019.01.009,ST226,3
31077860,IncC bla(KPC-2)-positive plasmid characterised from ST648 Escherichia coli,"Papagiannitsis CC, Bitar I, Malli E, Tsilipounidaki K, Hrabak J, Petinaki E.",J Glob Antimicrob Resist. 2019 Dec;19:73-77. doi: 10.1016/j.jgar.2019.05.001. Epub 2019 May 8.,J Glob Antimicrob Resist,2019,2019/05/12,10.1016/j.jgar.2019.05.001,ST648,3
25518564,Escherichia coli ST131 causing invasive infections in Romanian patients--a threat we can no longer ignore,"Usein CR, Condei M, Cristea D, Ciontea SA, Tatu-Chiţoiu D, Cristea V, Străuţ M.",Roum Arch Microbiol Immunol. 2014 Jan-Jun;73(1-2):5-8.,Roum Arch Microbiol Immunol,2014,2014/12/19,,ST131,3
29020219,Epidemiology and Antimicrobial Resistance Characteristics of the Sequence Type 131-H30 Subclone Among Extraintestinal Escherichia coli Collected From US Children,"Miles-Jay A, Weissman SJ, Adler AL, Tchesnokova V, Sokurenko EV, Baseman JG, Zerr DM.",Clin Infect Dis. 2018 Jan 18;66(3):411-419. doi: 10.1093/cid/cix805.,Clin Infect Dis,2018,2017/10/12,10.1093/cid/cix805,ST131,3
31913346,Meta-analysis of Pandemic Escherichia coli ST131 Plasmidome Proves Restricted Plasmid-clade Associations,"Kondratyeva K, Salmon-Divon M, Navon-Venezia S.",Sci Rep. 2020 Jan 8;10(1):36. doi: 10.1038/s41598-019-56763-7.,Sci Rep,2020,2020/01/09,10.1038/s41598-019-56763-7,ST131,3
27214282,Fluoroquinolone-Resistant Sequence Type 131 Subgroups O25b and O16 Among Extraintestinal Escherichia coli Isolates from Community-Acquired Urinary Tract Infections,"Hefzy EM, Hassuna NA.",Microb Drug Resist. 2017 Mar;23(2):224-229. doi: 10.1089/mdr.2016.0040. Epub 2016 May 23.,Microb Drug Resist,2017,2016/05/24,10.1089/mdr.2016.0040,ST131,3
24571419,KPC-3 carbapenemase harbored in FIIk plasmid from Klebsiella pneumoniae ST512 and Escherichia coli ST43 in the same patient,"Kocsis E, Lo Cascio G, Piccoli M, Cornaglia G, Mazzariol A.",Microb Drug Resist. 2014 Oct;20(5):377-82. doi: 10.1089/mdr.2013.0152. Epub 2014 Feb 26.,Microb Drug Resist,2014,2014/02/28,10.1089/mdr.2013.0152,"ST512, ST43",3
29967023,Spread of bla(CTX-M-15)-Producing Enterobacteriaceae and OXA-23-Producing Acinetobacter baumannii Sequence Type 2 in Tunisian Seafood,"Mani Y, Mansour W, Lupo A, Saras E, Bouallègue O, Madec JY, Haenni M.",Antimicrob Agents Chemother. 2018 Aug 27;62(9):e00727-18. doi: 10.1128/AAC.00727-18. Print 2018 Sep.,Antimicrob Agents Chemother,2018,2018/07/04,10.1128/AAC.00727-18,ST2,2
32213258,Genomic surveillance of Escherichia coli ST131 identifies local expansion and serial replacement of subclones,"Ludden C, Decano AG, Jamrozy D, Pickard D, Morris D, Parkhill J, Peacock SJ, Cormican M, Downing T.",Microb Genom. 2020 Apr;6(4):e000352. doi: 10.1099/mgen.0.000352. Epub 2020 Mar 20.,Microb Genom,2020,2020/03/28,10.1099/mgen.0.000352,ST131,2
31786359,Draft genome sequence of an mcr-1/IncI2-carrying multidrug-resistant Escherichia coli B1:ST101 isolated from meat and meat products in Egypt,"Sadek M, Poirel L, Nordmann P, Nariya H, Shimamoto T, Shimamoto T.",J Glob Antimicrob Resist. 2020 Mar;20:41-42. doi: 10.1016/j.jgar.2019.11.015. Epub 2019 Nov 28.,J Glob Antimicrob Resist,2020,2019/12/02,10.1016/j.jgar.2019.11.015,ST101,2
25241262,Prevalence of Escherichia coli sequence type 131 and its H30 subclone among E. coli isolates in a French hospital,"Lafolie J, Nicolas-Chanoine MH, Grenouillet F, Hocquet D, Bertrand X.",Int J Antimicrob Agents. 2014 Nov;44(5):466-8. doi: 10.1016/j.ijantimicag.2014.07.016. Epub 2014 Sep 3.,Int J Antimicrob Agents,2014,2014/09/22,10.1016/j.ijantimicag.2014.07.016,ST131,2
31952646,CTX-M-15 Producing Escherichia coli Sequence Type 361 and Sequence Type 38 Causing Bacteremia and Umbilical Infection in a Neonate Foal,"Shnaiderman-Torban A, Navon-Venezia S, Dahan R, Dor Z, Taulescu M, Paitan Y, Edery N, Steinman A.",J Equine Vet Sci. 2020 Feb;85:102881. doi: 10.1016/j.jevs.2019.102881. Epub 2019 Dec 14.,J Equine Vet Sci,2020,2020/01/19,10.1016/j.jevs.2019.102881,"ST361, ST38",2
31856254,The pandemic Escherichia coli sequence type 131 strain is acquired even in the absence of antibiotic exposure,"Whitmer GR, Moorthy G, Arshad M.",PLoS Pathog. 2019 Dec 19;15(12):e1008162. doi: 10.1371/journal.ppat.1008162. eCollection 2019 Dec.,PLoS Pathog,2019,2019/12/20,10.1371/journal.ppat.1008162,ST131,2
27117761,Outbreak of multidrug-resistant Escherichia coli sequence type 131 in a neonatal intensive care unit: efficient active surveillance prevented fatal outcome,"Silwedel C, Vogel U, Claus H, Glaser K, Speer CP, Wirbelauer J.",J Hosp Infect. 2016 Jun;93(2):181-6. doi: 10.1016/j.jhin.2016.02.014. Epub 2016 Mar 3.,J Hosp Infect,2016,2016/04/28,10.1016/j.jhin.2016.02.014,ST131,2
29807202,High prevalence of sequence type 131 isolates producing CTX-M-15 among extended-spectrum β-lactamase-producing Escherichia coli strains in northeast Iran,"Moghanni M, Ghazvini K, Farsiani H, Namaei MH, Derakhshan M, Yousefi M, Maragheh A, Jamehdar SA.",J Glob Antimicrob Resist. 2018 Dec;15:74-78. doi: 10.1016/j.jgar.2018.05.016. Epub 2018 May 25.,J Glob Antimicrob Resist,2018,2018/05/29,10.1016/j.jgar.2018.05.016,ST131,2
25392363,Does sequence type 33 of Shiga toxin-producing Escherichia coli O91 cause only mild symptoms?,"Maeda E, Murakami K, Etoh Y, Onozuka D, Sera N, Asoshima N, Honda M, Narimatsu H, Iyoda S, Watahiki M, Fujimoto S.",J Clin Microbiol. 2015 Jan;53(1):362-4. doi: 10.1128/JCM.02335-14. Epub 2014 Nov 12.,J Clin Microbiol,2015,2014/11/14,10.1128/JCM.02335-14,ST33,2
23429696,Phylogenetic association of fluoroquinolone and cephalosporin resistance of D-O1-ST648 Escherichia coli carrying blaCMY-2 from faecal samples of dogs in Japan,"Sato T, Yokota SI, Okubo T, Usui M, Fujii N, Tamura Y.",J Med Microbiol. 2014 Feb;63(Pt 2):263-270. doi: 10.1099/jmm.0.054676-0. Epub 2013 Feb 21.,J Med Microbiol,2014,2013/02/23,10.1099/jmm.0.054676-0,ST648,2
28650938,"Outbreak Caused by Escherichia coli O18: K1: H7 Sequence Type 95 in a Neonatal Intensive Care Unit in Barcelona, Spain","Sáez-López E, Bosch J, Salvia MD, Fernández-Orth D, Cepas V, Ferrer-Navarro M, Figueras-Aloy J, Vila J Prof, Soto SM.",Pediatr Infect Dis J. 2017 Nov;36(11):1079-1086. doi: 10.1097/INF.0000000000001652.,Pediatr Infect Dis J,2017,2017/06/27,10.1097/INF.0000000000001652,ST95,2
31085515,Independent Host Factors and Bacterial Genetic Determinants of the Emergence and Dominance of Escherichia coli Sequence Type 131 CTX-M-27 in a Community Pediatric Cohort Study,"Birgy A, Levy C, Nicolas-Chanoine MH, Cointe A, Hobson CA, Magnan M, Bechet S, Bidet P, Cohen R, Bonacorsi S.",Antimicrob Agents Chemother. 2019 Jun 24;63(7):e00382-19. doi: 10.1128/AAC.00382-19. Print 2019 Jul.,Antimicrob Agents Chemother,2019,2019/05/16,10.1128/AAC.00382-19,ST131,2
31312006,Genome and plasmid diversity of Extended-Spectrum β-Lactamase-producing Escherichia coli ST131 - tracking phylogenetic trajectories with Bayesian inference,"Ny S, Sandegren L, Salemi M, Giske CG.",Sci Rep. 2019 Jul 16;9(1):10291. doi: 10.1038/s41598-019-46580-3.,Sci Rep,2019,2019/07/18,10.1038/s41598-019-46580-3,ST131,2
31635210,"Prevalence of Quinolone Resistance of Extended-Spectrum β-Lactamase-Producing Escherichia coli with ST131-fimH30 in a City Hospital in Hyogo, Japan","Teramae M, Osawa K, Shigemura K, Kitagawa K, Shirakawa T, Fujisawa M, Miyara T.",Int J Mol Sci. 2019 Oct 18;20(20):5162. doi: 10.3390/ijms20205162.,Int J Mol Sci,2019,2019/10/23,10.3390/ijms20205162,ST131,2
25799482,Detection of Escherichia coli sequence type 131 by matrix-assisted laser desorption ionization time-of-flight mass spectrometry: implications for infection control policies?,"Lafolie J, Sauget M, Cabrolier N, Hocquet D, Bertrand X.",J Hosp Infect. 2015 Jul;90(3):208-12. doi: 10.1016/j.jhin.2014.12.022. Epub 2015 Feb 28.,J Hosp Infect,2015,2015/03/24,10.1016/j.jhin.2014.12.022,ST131,2
31189981,Identification of specific protein amino acid substitutions of extended-spectrum β-lactamase (ESBL)-producing Escherichia coli ST131: a proteomics approach using mass spectrometry,"Nakamura A, Komatsu M, Ohno Y, Noguchi N, Kondo A, Hatano N.",Sci Rep. 2019 Jun 12;9(1):8555. doi: 10.1038/s41598-019-45051-z.,Sci Rep,2019,2019/06/14,10.1038/s41598-019-45051-z,ST131,2
26415529,Detection of Escherichia coli sequence type 131 clonal group among extended-spectrum β-lactamase-producing E. coli using VITEK MS Plus matrix-assisted laser desorption ionization-time of flight mass spectrometry,"Matsumura Y, Yamamoto M, Nagao M, Tanaka M, Takakura S, Ichiyama S.",J Microbiol Methods. 2015 Dec;119:7-9. doi: 10.1016/j.mimet.2015.09.016. Epub 2015 Sep 28.,J Microbiol Methods,2015,2015/09/30,10.1016/j.mimet.2015.09.016,ST131,2
30654179,Multicentre investigation of carbapenemase-producing Klebsiella pneumoniae and Escherichia coli in Bulgarian hospitals - Interregional spread of ST11 NDM-1-producing K. pneumoniae,"Markovska R, Stoeva T, Boyanova L, Stankova P, Schneider I, Keuleyan E, Mihova K, Murdjeva M, Sredkova M, Lesseva M, Nedelcheva G, Petrova A, Ivanova D, Lazarova G, Kaneva R, Mitov I.",Infect Genet Evol. 2019 Apr;69:61-67. doi: 10.1016/j.meegid.2019.01.013. Epub 2019 Jan 14.,Infect Genet Evol,2019,2019/01/18,10.1016/j.meegid.2019.01.013,ST11,1
30810518,Whole-genome analysis of extraintestinal Escherichia coli sequence type 73 from a single hospital over a 2 year period identified different circulating clonal groups,"Bogema DR, McKinnon J, Liu M, Hitchick N, Miller N, Venturini C, Iredell J, Darling AE, Roy Chowdury P, Djordjevic SP.",Microb Genom. 2020 Jan;6(1):e000255. doi: 10.1099/mgen.0.000255.,Microb Genom,2020,2019/02/28,10.1099/mgen.0.000255,ST73,1
29686149,Retained Activity of an O25b-Specific Monoclonal Antibody against an Mcr-1-Producing Escherichia coli Sequence Type 131 Strain,"Guachalla LM, Ramoni K, Varga C, Mutti M, Ghazawi A, Pál T, Nagy E, Sonnevend Á, Nagy G, Szijártó V.",Antimicrob Agents Chemother. 2018 Jun 26;62(7):e00046-18. doi: 10.1128/AAC.00046-18. Print 2018 Jul.,Antimicrob Agents Chemother,2018,2018/04/25,10.1128/AAC.00046-18,ST131,1
28655557,Rapid identification of ST131 Escherichia coli by a novel multiplex real-time allelic discrimination assay,"François P, Bonetti EJ, Fankhauser C, Baud D, Cherkaoui A, Schrenzel J, Harbarth S.",J Microbiol Methods. 2017 Sep;140:12-14. doi: 10.1016/j.mimet.2017.06.018. Epub 2017 Jun 26.,J Microbiol Methods,2017,2017/06/29,10.1016/j.mimet.2017.06.018,ST131,1
29957128,Prevalence and Characteristics of Sequence Type 131 Escherichia coli Isolated from Children with Bacteremia in 2000-2015,"Park JY, Yun KW, Choi EH, Lee HJ.",Microb Drug Resist. 2018 Dec;24(10):1552-1558. doi: 10.1089/mdr.2017.0224. Epub 2018 Nov 20.,Microb Drug Resist,2018,2018/06/30,10.1089/mdr.2017.0224,ST131,1
27101781,"Prevalence of CTX-M extended-spectrum beta-lactamases and sequence type 131 in Korean blood, urine, and rectal Escherichia coli isolates","Graham SE, Zhang L, Ali I, Cho YK, Ismail MD, Carlson HA, Foxman B.",Infect Genet Evol. 2016 Jul;41:292-295. doi: 10.1016/j.meegid.2016.04.020. Epub 2016 Apr 19.,Infect Genet Evol,2016,2016/04/23,10.1016/j.meegid.2016.04.020,ST131,1
29133556,Interspecies Transmission of the bla(OXA-48) Gene from a Klebsiella pneumoniae High-Risk Clone of Sequence Type 147 to Different Escherichia coli Clones in the Gut Microbiota,"Potel C, Ortega A, Martínez-Lamas L, Bautista V, Regueiro B, Oteo J.",Antimicrob Agents Chemother. 2017 Dec 21;62(1):e01699-17. doi: 10.1128/AAC.01699-17. Print 2018 Jan.,Antimicrob Agents Chemother,2017,2017/11/15,10.1128/AAC.01699-17,ST147,1
28418308,Chromosomal 16S Ribosomal RNA Methyltransferase RmtE1 in Escherichia coli Sequence Type 448,"Li B, Pacey MP, Doi Y.",Emerg Infect Dis. 2017 May;23(5):876-878. doi: 10.3201/eid2305.162000.,Emerg Infect Dis,2017,2017/04/19,10.3201/eid2305.162000,ST448,1
31848601,Large Fecal Reservoir of Escherichia coli Sequence Type 131-H30 Subclone Strains That Are Shared Within Households and Resemble Clinical ST131-H30 Isolates,"Mohamed M, Clabots C, Porter SB, Bender T, Thuras P, Johnson JR.",J Infect Dis. 2020 Apr 27;221(10):1659-1668. doi: 10.1093/infdis/jiz669.,J Infect Dis,2020,2019/12/19,10.1093/infdis/jiz669,"ST131, ST131",1
11358677,High metabolization of catecholestrogens by type 1 estrogen sulfotransferase (hEST1),"Faucher F, Lacoste L, Dufort I, Luu-The V.",J Steroid Biochem Mol Biol. 2001 Apr;77(1):83-6. doi: 10.1016/s0960-0760(01)00025-5.,J Steroid Biochem Mol Biol,2001,2001/05/19,10.1016/s0960-0760(01)00025-5,ST1,1
30028475,Detection of ST1702 Escherichia coli blaNDM-5 and blaCMY-42 genes positive isolates from a Northern Italian hospital,"Piazza A, Comandatore F, Romeri F, Pagani C, Mattioni Marchetti V, Brilli M, Panelli S, Migliavacca R, Ridolfo A, Olivieri P, Gismondo MR, Bandi C, Rimoldi SG.",New Microbiol. 2018 Jul;41(3):230-231. Epub 2018 Jul 20.,New Microbiol,2018,2018/07/21,,ST1702,1
29933117,Draft genome sequence of an extended-spectrum β-lactamase (CTX-M-15)-producing Escherichia coli ST10 isolated from a nasal sample of an abattoir worker in Cameroon,"Founou LL, Founou RC, Allam M, Ismail A, Essack SY.",J Glob Antimicrob Resist. 2018 Sep;14:68-69. doi: 10.1016/j.jgar.2018.06.004. Epub 2018 Jun 19.,J Glob Antimicrob Resist,2018,2018/06/23,10.1016/j.jgar.2018.06.004,ST10,1
27074434,Novel E. coli ST5123 Containing bla(NDM-1) Carried by IncF Plasmid Isolated from a Pediatric Patient in Serbia,"Novovic K, Vasiljevic Z, Kuzmanovic M, Lozo J, Begovic J, Kojic M, Jovcic B.",Microb Drug Resist. 2016 Dec;22(8):707-711. doi: 10.1089/mdr.2015.0264. Epub 2016 Apr 13.,Microb Drug Resist,2016,2016/04/14,10.1089/mdr.2015.0264,ST5123,1
30576382,Molecular characterisation of the NDM-1-encoding plasmid p2189-NDM in an Escherichia coli ST410 clinical isolate from Ghana,"Ayibieke A, Sato W, Mahazu S, Prah I, Addow-Thompson J, Ohashi M, Suzuki T, Iwanaga S, Ablordey A, Saito R.",PLoS One. 2018 Dec 21;13(12):e0209623. doi: 10.1371/journal.pone.0209623. eCollection 2018.,PLoS One,2018,2018/12/22,10.1371/journal.pone.0209623,ST410,1
31811043,A Comprehensive Account of Escherichia coli Sequence Type 131 in Wastewater Reveals an Abundance of Fluoroquinolone-Resistant Clade A Strains,"Finn TJ, Scriver L, Lam L, Duong M, Peirano G, Lynch T, Dong T, Pitout JDD, DeVinney R.",Appl Environ Microbiol. 2020 Feb 3;86(4):e01913-19. doi: 10.1128/AEM.01913-19. Print 2020 Feb 3.,Appl Environ Microbiol,2020,2019/12/08,10.1128/AEM.01913-19,ST131,1
30826300,"Detection of O25b-ST131 clone, CTX-M-1 and CTX-M-15 genes via real-time PCR in Escherichia coli strains in patients with UTIs obtained from a university hospital in Istanbul","Demirci M, Ünlü Ö, İstanbullu Tosun A.",J Infect Public Health. 2019 Sep-Oct;12(5):640-644. doi: 10.1016/j.jiph.2019.02.017. Epub 2019 Feb 27.,J Infect Public Health,2019,2019/03/04,10.1016/j.jiph.2019.02.017,ST131,1
29061749,Heteroresistance to Piperacillin-Tazobactam in Clinical Isolates of Escherichia coli Sequence Type 131,"Rodríguez-Villodres Á, Ortiz de la Rosa JM, Álvarez-Marín R, Pachón J, Aznar J, Lepe JA, Smani Y.",Antimicrob Agents Chemother. 2017 Dec 21;62(1):e01923-17. doi: 10.1128/AAC.01923-17. Print 2018 Jan.,Antimicrob Agents Chemother,2017,2017/10/25,10.1128/AAC.01923-17,ST131,1
32331800,Activity of ceftazidime-avibactam against Escherichia coli isolates from U.S. veterans (2011) in relation to co-resistance and sequence type 131 (ST131) H30 and H30Rx status,"Johnston BD, Thuras PD, Johnson JR.",Diagn Microbiol Infect Dis. 2020 Jul;97(3):115034. doi: 10.1016/j.diagmicrobio.2020.115034. Epub 2020 Mar 10.,Diagn Microbiol Infect Dis,2020,2020/04/26,10.1016/j.diagmicrobio.2020.115034,"ST131, ST131",1
30561295,Rapid detection of extra-intestinal pathogenic Escherichia coli multi-locus sequence type 127 using a specific PCR assay,"O'Hara RW, Jenks PJ, Emery M, Upton M.",J Med Microbiol. 2019 Feb;68(2):188-196. doi: 10.1099/jmm.0.000902. Epub 2018 Dec 18.,J Med Microbiol,2019,2018/12/19,10.1099/jmm.0.000902,ST127,1
31279851,Molecular Characterization of a Multidrug-Resistant IncF Plasmid Carrying mcr-3.1 in an Escherichia coli Sequence Type 393 Strain of Wastewater Origin,"Gomi R, Matsuda T, Yamamoto M, Tanaka M, Ichiyama S, Yoneda M, Matsumura Y.",Int J Antimicrob Agents. 2019 Oct;54(4):524-526. doi: 10.1016/j.ijantimicag.2019.06.024. Epub 2019 Jul 4.,Int J Antimicrob Agents,2019,2019/07/08,10.1016/j.ijantimicag.2019.06.024,ST393,1
32071057,Multiple Copies of bla (NDM-5) Located on Conjugative Megaplasmids from Porcine Escherichia coli Sequence Type 218 Isolates,"Yao H, Li A, Yu R, Schwarz S, Dong H, Du XD.",Antimicrob Agents Chemother. 2020 Apr 21;64(5):e02134-19. doi: 10.1128/AAC.02134-19. Print 2020 Apr 21.,Antimicrob Agents Chemother,2020,2020/02/20,10.1128/AAC.02134-19,ST218,0
32528162,Characterization of the IncHI(2) plasmid pTW4 harboring tet(M) from an isolate of Escherichia coli ST162,"Liu YY, Sun YW, Sun HR, Luo XW, He DD, Wu H, Yuan L, Pan YS, Hu GZ, Liu JH.",J Antibiot (Tokyo). 2020 Dec;73(12):876-880. doi: 10.1038/s41429-020-0337-y. Epub 2020 Jun 12.,J Antibiot (Tokyo),2020,2020/06/13,10.1038/s41429-020-0337-y,ST162,0
30308316,Draft genome sequence of a multidrug-resistant CTX-M-15 β-lactamase-producing uropathogenic Escherichia coli isolate (ST131-O25b-H30) from Pakistan exhibiting high potential virulence,"Rafaque Z, Dasti JI, Andrews SC.",J Glob Antimicrob Resist. 2018 Dec;15:164-165. doi: 10.1016/j.jgar.2018.10.001. Epub 2018 Oct 9.,J Glob Antimicrob Resist,2018,2018/10/12,10.1016/j.jgar.2018.10.001,ST131,0
31964797,OXA-181-Producing Extraintestinal Pathogenic Escherichia coli Sequence Type 410 Isolated from a Dog in Portugal,"Brilhante M, Menezes J, Belas A, Feudi C, Schwarz S, Pomba C, Perreten V.",Antimicrob Agents Chemother. 2020 Mar 24;64(4):e02298-19. doi: 10.1128/AAC.02298-19. Print 2020 Mar 24.,Antimicrob Agents Chemother,2020,2020/01/23,10.1128/AAC.02298-19,ST410,0
31698110,"Whole genome sequence of an Escherichia coli ST410 isolate co-harbouring bla(NDM-5), bla(OXA-1), bla(CTX-M-15), bla(CMY-2), aac(3)-IIa and aac(6')-Ib-cr genes isolated from a patient with bloodstream infection in China","Huang J, Ma S, Yu Q, Fu M, Shao L, Shan X, Li X.",J Glob Antimicrob Resist. 2019 Dec;19:354-355. doi: 10.1016/j.jgar.2019.10.027. Epub 2019 Nov 5.,J Glob Antimicrob Resist,2019,2019/11/08,10.1016/j.jgar.2019.10.027,ST410,0
30877057,Draft genome sequence of a multidrug-resistant CTX-M-65-producing Escherichia coli ST156 colonizing a giant anteater (Myrmecophaga tridactyla) in a Zoo,"Rueda Furlan JP, Moura Q, Lima Gonzalez IH, Locosque Ramos P, Lincopan N, Guedes Stehling E.",J Glob Antimicrob Resist. 2019 Jun;17:19-20. doi: 10.1016/j.jgar.2019.03.005. Epub 2019 Mar 12.,J Glob Antimicrob Resist,2019,2019/03/17,10.1016/j.jgar.2019.03.005,ST156,0
30481987,Molecular epidemiology of sequence type 33 of Shiga toxin-producing Escherichia coli O91:H14 isolates from human patients and retail meats in Korea,"Lee JB, Kim SK, Wi SM, Cho YJ, Hahn TW, Yu JY, Kim S, Hong S, Kim J, Yoon JW.",J Vet Sci. 2019 Jan 31;20(1):87-90. doi: 10.4142/jvs.2019.20.1.87.,J Vet Sci,2019,2018/11/29,10.4142/jvs.2019.20.1.87,ST33,0
29990385,Activity of ceftolozane-tazobactam against Escherichia coli isolates from U.S. veterans (2011) in relation to co-resistance and sequence type 131 (ST131) H30 and H30Rx status,"Johnston BD, Thuras P, Johnson JR.",PLoS One. 2018 Jul 10;13(7):e0200442. doi: 10.1371/journal.pone.0200442. eCollection 2018.,PLoS One,2018,2018/07/11,10.1371/journal.pone.0200442,"ST131, ST131",0
32341508,"Emergence of a multidrug-resistant ST 27 Escherichia coli co-harboring bla(NDM-1), mcr-1, and fosA3 from a patient in China","Tian X, Fang R, Wu Q, Zheng X, Zhao Y, Dong G, Wang C, Zhou T, Cao J.",J Antibiot (Tokyo). 2020 Sep;73(9):636-641. doi: 10.1038/s41429-020-0306-5. Epub 2020 Apr 27.,J Antibiot (Tokyo),2020,2020/04/29,10.1038/s41429-020-0306-5,ST27,0
32522962,Species Transferability of Klebsiella pneumoniae Carbapenemase-2 Isolated from a High-Risk Clone of Escherichia coli ST410,"Lee M, Choi TJ.",J Microbiol Biotechnol. 2020 Jul 28;30(7):974-981. doi: 10.4014/jmb.1912.12049.,J Microbiol Biotechnol,2020,2020/06/12,10.4014/jmb.1912.12049,ST410,0
32979585,"Co-production of MCR-1 and NDM-1 by Escherichia coli sequence type 31 isolated from a newborn in Moscow, Russia","Sulian O, Ageevets V, Lazareva I, Gostev V, Popov D, Vostrikova T, Sukhinin A, Lobzin Y, Sidorenko S.",Int J Infect Dis. 2020 Dec;101:4-5. doi: 10.1016/j.ijid.2020.09.1422. Epub 2020 Sep 24.,Int J Infect Dis,2020,2020/09/26,10.1016/j.ijid.2020.09.1422,ST31,0
32350092,Novel Insights and Features of the NDM-5-Producing Escherichia coli Sequence Type 167 High-Risk Clone,"Garcia-Fernandez A, Villa L, Bibbolino G, Bressan A, Trancassini M, Pietropaolo V, Venditti M, Antonelli G, Carattoli A.",mSphere. 2020 Apr 29;5(2):e00269-20. doi: 10.1128/mSphere.00269-20.,mSphere,2020,2020/05/01,10.1128/mSphere.00269-20,ST167,0
